aX,aY,aZ,gX,gY,gZ
0.114,-0.503,0.046,-28.198,124.512,-374.756
0.216,-0.659,-0.024,-41.260,115.479,-362.000
0.324,-0.781,-0.068,-60.669,103.088,-341.003
0.417,-0.850,-0.079,-84.534,89.417,-312.195
0.504,-0.908,-0.072,-107.666,73.914,-276.062
0.563,-0.928,-0.080,-125.122,60.547,-236.511
0.622,-0.902,-0.111,-128.845,50.537,-197.327
0.671,-0.859,-0.125,-115.234,40.100,-161.865
0.711,-0.826,-0.123,-88.562,28.931,-130.859
0.750,-0.799,-0.108,-58.594,21.606,-102.905
0.772,-0.748,-0.101,-33.997,19.653,-75.012
0.800,-0.661,-0.132,-20.203,20.203,-47.241
0.818,-0.555,-0.167,-15.076,19.409,-23.743
0.838,-0.453,-0.176,-12.817,14.526,-6.531
0.832,-0.345,-0.147,-11.292,7.385,6.653
0.829,-0.232,-0.115,-10.742,2.014,18.555
0.840,-0.117,-0.090,-9.033,-1.770,28.076
0.831,-0.009,-0.059,-4.761,-4.822,33.020
0.845,0.060,-0.037,1.343,-4.822,31.738
0.868,0.098,-0.034,7.996,-2.136,25.513
0.888,0.097,-0.042,12.878,2.502,16.968
0.873,0.598,-0.034,83.374,31.860,86.731
0.894,0.672,-0.057,90.332,30.945,75.500
0.861,0.707,-0.061,98.389,32.471,57.800
0.839,0.694,-0.069,104.858,36.499,35.767
0.848,0.641,-0.106,106.140,42.419,15.381
0.812,0.576,-0.149,102.478,47.607,0.183
0.784,0.535,-0.195,95.459,50.171,-8.728
0.773,0.499,-0.237,86.853,48.523,-12.207
0.759,0.475,-0.262,77.271,41.870,-11.047
0.752,0.456,-0.268,67.017,32.227,-7.812
0.751,0.442,-0.259,54.382,21.423,-5.310
0.743,0.429,-0.242,40.039,11.658,-3.296
0.739,0.410,-0.233,24.231,5.615,-2.075
0.738,0.387,-0.238,8.850,1.709,-2.808
0.729,0.360,-0.240,-2.136,-1.343,-4.089
0.721,0.306,-0.236,-7.019,-4.578,-4.944
0.701,0.239,-0.223,-8.606,-7.751,-5.493
0.678,0.162,-0.210,-7.935,-10.498,-3.052
0.638,0.082,-0.207,-6.714,-11.414,2.686
0.609,0.003,-0.222,-5.310,-11.658,10.681
0.570,-0.079,-0.239,-3.723,-13.123,20.142
0.529,-0.181,-0.243,-1.648,-15.198,31.067
0.497,-0.300,-0.250,-2.319,-19.043,44.189
0.441,-0.445,-0.225,-6.775,-25.574,60.669
0.379,-0.605,-0.204,-14.282,-34.607,79.529
0.311,-0.758,-0.185,-22.339,-44.922,101.929
0.252,-0.888,-0.154,-21.667,-56.091,132.629
0.166,-0.979,-0.094,-5.127,-67.078,170.654
0.070,-1.006,-0.028,21.301,-73.669,213.562
-0.064,-1.011,0.026,53.162,-74.951,259.827
-0.191,-0.990,0.067,85.815,-73.364,307.007
-0.364,-0.906,0.088,110.107,-70.129,352.722
-0.561,-0.764,0.092,123.291,-65.857,395.691
-0.785,-0.598,0.143,137.146,-65.674,435.974
-1.040,-0.399,0.268,153.748,-75.256,470.825
-1.331,-0.121,0.531,169.617,-97.839,499.756
-1.490,0.208,0.812,174.744,-132.935,534.668
-1.669,0.640,1.008,159.424,-159.912,578.979
-1.698,1.095,1.103,140.503,-171.936,614.929
-1.711,1.507,1.221,131.592,-173.157,637.634
-1.664,1.811,1.284,124.695,-156.738,638.367
-1.503,2.005,1.245,117.249,-119.629,605.774
-1.306,2.104,1.128,111.572,-74.585,540.649
-1.215,2.110,1.020,109.863,-40.649,454.468
-1.168,1.984,0.941,107.361,-22.339,364.502
-1.153,1.772,0.894,99.243,-17.334,291.992
-1.162,1.578,0.863,85.571,-16.602,244.019
-1.161,1.438,0.843,76.172,-14.282,214.905
-1.204,1.377,0.814,79.346,-11.719,198.547
-1.234,1.367,0.791,97.534,-10.132,192.871
-1.237,1.423,0.796,122.742,-12.634,197.449
-1.249,1.520,0.826,139.160,-15.381,207.458
-1.257,1.619,0.815,133.423,-12.268,209.167
-1.284,1.678,0.749,110.596,-5.615,195.618
-1.281,1.657,0.680,82.214,-4.272,169.434
-1.289,1.583,0.654,53.894,-11.841,139.038
-1.309,1.517,0.671,27.832,-23.621,112.366
-1.331,1.476,0.704,9.644,-31.311,94.055
-1.357,1.464,0.743,4.639,-33.447,80.322
-1.350,1.475,0.776,12.817,-30.823,69.397
-1.357,1.512,0.803,29.419,-24.719,60.852
-1.350,1.576,0.809,47.058,-15.503,53.223
-1.328,1.676,0.793,59.448,-6.836,43.396
-1.344,1.755,0.779,65.552,-0.183,30.396
-1.372,1.783,0.724,62.378,8.545,8.789
-1.392,1.766,0.640,52.368,16.724,-20.813
-1.405,1.685,0.578,40.405,17.456,-54.749
-1.424,1.583,0.565,25.940,8.789,-89.111
-1.463,1.501,0.593,6.775,-7.263,-117.432
-1.485,1.478,0.638,-14.343,-23.499,-135.803
-1.526,1.569,0.699,-33.936,-36.499,-146.301
-1.554,1.704,0.746,-48.279,-44.617,-152.222
-1.589,1.847,0.801,-57.495,-50.110,-162.598
-1.633,1.977,0.863,-65.063,-54.749,-181.946
-1.688,2.064,0.931,-73.364,-57.739,-212.097
-1.730,2.100,0.995,-82.520,-59.692,-252.319
-1.771,2.075,1.079,-91.431,-61.218,-297.913
-1.802,2.011,1.165,-99.976,-59.326,-343.445
-1.842,1.946,1.238,-108.154,-51.636,-385.498
-1.858,1.847,1.294,-116.150,-38.452,-425.537
-1.877,1.738,1.353,-127.136,-22.278,-463.806
-1.897,1.651,1.418,-143.005,-6.409,-497.742
-1.885,1.542,1.490,-165.405,8.484,-525.452
-1.908,1.470,1.541,-195.740,24.719,-552.490
-1.975,1.379,1.559,-228.455,42.053,-580.444
-2.063,1.185,1.533,-253.906,59.814,-612.671
-2.152,0.896,1.441,-265.686,77.393,-651.001
-2.052,0.599,1.265,-255.798,92.957,-688.660
-1.974,0.316,1.145,-219.543,100.708,-714.233
-1.946,0.039,1.030,-171.021,104.248,-725.342
-1.816,-0.213,0.878,-129.578,116.943,-723.328
-1.662,-0.443,0.713,-104.126,132.263,-709.106
-1.476,-0.696,0.554,-97.961,142.395,-683.960
-1.252,-0.970,0.429,-111.145,149.048,-652.161
-1.022,-1.255,0.323,-140.930,152.344,-615.662
-0.797,-1.508,0.218,-181.885,150.574,-575.806
-0.580,-1.729,0.151,-211.792,143.188,-531.616
-0.394,-1.937,0.137,-214.355,130.371,-481.934
-0.253,-2.056,0.099,-197.815,120.728,-425.171
-0.105,-2.138,0.019,-163.269,114.624,-362.244
0.016,-2.209,-0.079,-108.276,108.704,-298.950
0.077,-2.198,-0.167,-48.645,104.614,-239.624
0.156,-2.099,-0.289,-4.578,103.333,-175.415
0.230,-1.927,-0.411,12.451,99.426,-108.765
0.259,-1.676,-0.494,6.592,89.600,-49.011
0.264,-1.398,-0.514,-7.019,71.899,-2.197
0.292,-1.140,-0.491,-19.897,52.185,33.020
0.334,-0.894,-0.441,-32.532,35.583,56.824
0.348,-0.661,-0.380,-41.321,21.790,70.313
0.368,-0.482,-0.333,-43.274,12.329,72.815
0.425,-0.370,-0.336,-39.490,10.071,65.125
0.470,-0.312,-0.364,-32.043,11.292,49.072
0.518,-0.323,-0.400,-21.057,12.268,30.457
0.561,-0.399,-0.428,-8.423,10.193,13.550
0.585,-0.500,-0.443,3.662,6.287,2.930
0.607,-0.582,-0.463,13.489,2.563,1.038
0.623,-0.601,-0.480,21.790,-1.648,7.324
0.645,-0.572,-0.486,27.649,-6.470,18.677
0.674,-0.516,-0.487,28.381,-11.414,31.738
0.850,0.096,-0.241,44.983,4.822,29.480
0.803,0.085,-0.229,48.035,2.502,33.142
0.832,0.072,-0.241,51.819,1.099,36.011
0.833,0.058,-0.227,57.373,-2.197,39.612
0.820,0.056,-0.208,62.134,-6.226,44.312
0.804,0.064,-0.188,66.345,-8.728,50.537
0.809,0.069,-0.178,70.068,-9.583,58.167
0.796,0.078,-0.179,73.486,-8.972,65.857
0.775,0.084,-0.184,77.454,-8.362,73.547
0.760,0.093,-0.193,82.275,-9.338,82.336
0.746,0.122,-0.192,87.402,-12.329,92.407
0.723,0.173,-0.171,91.919,-15.503,104.858
0.708,0.229,-0.150,93.323,-18.066,117.126
0.661,0.296,-0.121,91.309,-19.775,126.465
0.672,0.351,-0.110,88.074,-18.982,132.629
0.650,0.393,-0.098,85.144,-18.677,135.742
0.611,0.433,-0.092,81.665,-18.188,137.024
0.579,0.468,-0.100,78.796,-16.296,138.000
0.541,0.512,-0.108,76.904,-16.174,139.893
0.512,0.584,-0.114,76.599,-18.738,142.456
0.474,0.680,-0.102,79.102,-24.658,145.508
0.429,0.774,-0.070,82.764,-32.471,148.437
0.396,0.846,-0.043,83.313,-37.292,148.132
0.373,0.873,-0.039,78.979,-36.804,142.456
0.363,0.857,-0.053,64.392,-33.752,129.456
0.348,0.794,-0.093,39.673,-31.311,109.009
0.286,0.637,-0.136,10.132,-30.640,84.290
0.196,0.387,-0.172,-20.874,-31.799,59.998
0.222,0.014,-0.201,-52.734,-37.170,42.114
0.306,-0.446,-0.229,-84.412,-46.265,38.269
0.369,-0.984,-0.247,-108.276,-52.673,50.598
0.128,-1.490,-0.201,-98.938,-49.683,86.121
-0.177,-1.913,-0.066,-32.166,-40.039,153.687
-0.532,-2.076,-0.000,60.486,-34.363,254.761
-0.909,-1.914,0.034,135.620,-37.537,381.226
-1.312,-1.407,0.205,186.096,-61.279,505.249
-1.672,-0.804,0.548,216.309,-101.624,604.370
-1.992,-0.203,0.962,219.971,-125.366,658.325
-2.163,0.417,1.288,215.454,-131.042,671.021
-2.194,0.995,1.520,220.581,-138.245,678.833
-2.156,1.381,1.670,224.731,-132.874,688.293
-2.000,1.599,1.635,211.609,-95.093,673.279
-1.824,1.657,1.445,188.965,-41.870,617.249
-1.791,1.560,1.274,173.767,-2.625,525.818
-1.787,1.367,1.157,172.913,11.780,437.195
-1.799,1.236,1.133,181.519,3.967,384.216
-1.838,1.210,1.159,187.500,-9.705,364.929
-1.822,1.267,1.185,186.340,-17.822,356.506
-1.834,1.381,1.182,178.467,-18.311,345.764
-1.794,1.474,1.142,164.307,-15.442,330.383
-1.792,1.570,1.082,148.132,-14.648,312.805
-1.765,1.656,1.010,132.812,-15.564,292.114
-1.739,1.701,0.964,119.873,-17.090,263.489
-1.715,1.687,0.929,107.239,-18.372,223.694
-1.721,1.621,0.894,93.628,-18.127,174.744
-1.754,1.513,0.900,80.017,-20.386,123.840
-1.778,1.397,0.946,66.101,-25.269,80.933
-1.811,1.336,0.993,51.086,-27.832,51.697
-1.849,1.328,1.021,38.391,-24.841,32.349
-1.841,1.342,1.039,30.518,-18.860,15.564
-1.847,1.403,1.051,27.588,-11.169,0.366
-1.863,1.507,1.037,26.672,-1.648,-15.686
-1.870,1.630,0.994,27.771,8.728,-35.828
-1.932,1.743,0.969,33.264,16.174,-61.035
-1.960,1.799,0.953,39.368,21.484,-93.933
-2.022,1.820,0.953,38.818,23.743,-135.071
-2.052,1.809,0.952,30.212,25.513,-181.763
-2.061,1.778,0.949,14.832,26.306,-231.079
-2.058,1.735,0.948,-2.197,27.649,-278.198
-2.059,1.689,0.969,-17.761,29.724,-321.838
-2.136,1.650,1.000,-32.471,32.898,-360.291
-2.135,1.606,0.988,-46.997,38.940,-397.400
-2.158,1.541,1.016,-58.044,41.504,-433.044
-2.167,1.441,1.087,-72.510,40.344,-466.431
-2.127,1.295,1.175,-99.487,38.147,-495.972
-2.083,1.168,1.260,-142.517,35.461,-519.897
-2.041,1.093,1.312,-196.838,31.616,-541.931
-1.988,0.978,1.345,-246.582,24.109,-565.674
-1.956,0.863,1.355,-280.518,18.250,-591.370
-1.978,0.776,1.370,-296.021,14.160,-617.187
-1.969,0.627,1.349,-289.185,11.658,-634.216
-1.859,0.432,1.281,-258.911,17.212,-645.325
-1.769,0.256,1.205,-210.999,29.785,-655.640
-1.653,0.083,1.096,-156.433,47.241,-661.499
-1.541,-0.085,0.963,-104.370,70.984,-659.363
-1.421,-0.245,0.756,-63.171,99.731,-651.611
-1.267,-0.410,0.509,-33.752,127.808,-641.968
-1.089,-0.588,0.278,-14.465,145.325,-630.005
-0.901,-0.763,0.111,-6.348,147.522,-613.159
-0.735,-0.928,0.026,-12.939,137.146,-587.830
-0.535,-1.103,-0.052,-34.302,120.544,-552.063
-0.327,-1.245,-0.121,-63.904,105.164,-513.489
-0.154,-1.366,-0.170,-88.318,89.417,-472.351
-0.013,-1.496,-0.192,-95.154,70.313,-426.941
0.101,-1.597,-0.189,-84.045,51.331,-377.869
0.269,-1.684,-0.188,-64.331,34.241,-323.853
0.378,-1.716,-0.159,-43.884,17.700,-265.076
0.466,-1.670,-0.106,-26.428,5.188,-206.421
0.516,-1.540,-0.050,-12.512,-2.197,-150.085
0.545,-1.362,0.005,-0.305,-4.211,-98.755
0.580,-1.175,0.043,10.132,-1.831,-55.603
0.608,-1.005,0.063,15.686,2.808,-23.804
0.625,-0.846,0.077,16.174,9.888,-1.282
0.629,-0.677,0.078,12.268,17.151,17.578
0.646,-0.527,0.072,6.287,22.400,34.180
0.661,-0.392,0.060,-0.183,26.245,46.021
0.672,-0.274,0.025,-6.226,29.724,51.819
0.706,-0.202,-0.016,-8.484,33.997,50.781
0.724,-0.188,-0.059,-6.653,36.804,44.067
0.731,-0.213,-0.098,-4.395,38.025,35.645
0.737,-0.251,-0.142,-3.601,37.231,29.663
0.747,-0.275,-0.186,-2.991,34.119,28.870
0.757,-0.251,-0.214,0.305,27.405,33.752
0.784,-0.208,-0.220,5.798,18.616,42.236
0.812,-0.156,-0.197,9.521,10.376,50.720
0.839,-0.114,-0.162,9.583,3.235,56.580
0.866,-0.076,-0.129,5.859,-1.587,59.326
0.882,-0.032,-0.101,1.343,-3.479,60.303
0.909,0.010,-0.089,-0.732,-4.517,61.157
0.876,0.227,-0.209,81.421,14.282,60.913
0.853,0.193,-0.212,85.083,14.038,62.317
0.843,0.159,-0.231,87.646,15.442,65.735
0.819,0.134,-0.256,91.492,15.442,72.571
0.822,0.102,-0.277,97.900,13.977,81.116
0.728,0.096,-0.267,105.347,9.338,90.942
0.744,0.107,-0.281,113.831,3.967,103.271
0.723,0.137,-0.251,121.948,-5.310,118.774
0.653,0.185,-0.213,124.634,-15.442,134.155
0.622,0.264,-0.187,122.681,-23.071,147.217
0.580,0.350,-0.144,118.835,-30.396,160.767
0.544,0.439,-0.089,112.793,-34.790,172.729
0.511,0.534,-0.041,105.896,-33.813,181.580
0.479,0.627,-0.013,99.060,-29.785,187.012
0.457,0.714,-0.002,94.910,-27.161,188.904
0.393,0.825,0.042,95.398,-29.541,189.636
0.360,0.956,0.088,98.022,-33.875,191.284
0.336,1.101,0.127,99.854,-35.950,192.383
0.308,1.241,0.141,98.511,-32.776,188.721
0.261,1.353,0.112,93.323,-22.522,175.049
0.235,1.401,0.026,84.778,-9.583,148.010
0.252,1.361,-0.079,75.256,-1.038,108.948
0.228,1.204,-0.160,63.599,0.488,62.317
0.172,0.941,-0.208,45.349,-4.517,16.479
0.102,0.619,-0.253,16.968,-12.451,-20.691
0.054,0.240,-0.289,-20.630,-22.156,-45.349
0.050,-0.155,-0.342,-67.078,-36.377,-56.274
-0.039,-0.523,-0.391,-113.342,-52.551,-52.185
0.093,-0.981,-0.406,-135.559,-73.364,-34.668
0.014,-1.389,-0.164,-110.168,-102.478,3.235
-0.110,-1.747,0.196,-41.687,-128.723,72.205
-0.286,-1.791,0.464,18.494,-129.211,171.082
-0.503,-1.538,0.532,53.040,-104.004,283.325
-0.678,-1.216,0.495,79.651,-73.486,374.268
-0.947,-0.853,0.517,112.976,-59.814,432.312
-1.228,-0.537,0.684,151.672,-67.078,479.126
-1.550,-0.203,0.919,178.223,-73.853,518.494
-1.816,0.287,1.090,193.970,-71.838,545.227
-1.949,0.806,1.232,215.820,-80.444,569.702
-2.023,1.225,1.394,234.375,-90.942,594.421
-2.047,1.582,1.502,236.511,-82.764,603.394
-1.973,1.896,1.486,222.534,-58.838,590.454
-1.933,2.140,1.383,201.721,-31.067,558.777
-1.863,2.321,1.171,183.289,-9.277,507.019
-1.723,2.358,0.991,174.072,-6.653,437.744
-1.620,2.264,0.945,166.504,-18.433,359.375
-1.552,2.071,0.956,148.254,-27.954,282.410
-1.528,1.842,0.968,122.131,-27.527,219.727
-1.569,1.653,0.944,100.647,-20.508,177.124
-1.515,1.503,0.868,98.572,-15.381,153.564
-1.522,1.428,0.860,116.272,-19.348,145.386
-1.530,1.414,0.890,134.033,-23.010,144.714
-1.538,1.481,0.896,133.362,-18.311,141.846
-1.553,1.572,0.858,116.760,-9.338,130.310
-1.556,1.629,0.812,95.337,-5.005,109.253
-1.567,1.642,0.812,77.393,-7.935,84.106
-1.545,1.636,0.842,61.707,-13.977,58.594
-1.531,1.625,0.866,49.805,-16.357,32.532
-1.517,1.592,0.868,45.959,-14.099,3.418
-1.516,1.544,0.870,48.645,-10.803,-25.146
-1.513,1.508,0.847,51.025,-6.470,-49.194
-1.515,1.483,0.814,51.880,-0.732,-69.702
-1.505,1.453,0.772,49.622,2.930,-90.759
-1.494,1.427,0.747,45.044,3.784,-112.610
-1.492,1.406,0.758,36.194,0.000,-133.545
-1.488,1.406,0.791,21.057,-4.883,-152.710
-1.491,1.449,0.833,1.343,-7.935,-170.959
-1.485,1.553,0.873,-16.113,-10.010,-188.354
-1.476,1.698,0.924,-28.503,-13.184,-207.092
-1.474,1.854,0.999,-36.072,-14.832,-231.201
-1.523,1.995,1.083,-45.715,-10.681,-262.573
-1.611,2.088,1.148,-60.425,-1.282,-301.392
-1.672,2.066,1.193,-74.707,9.033,-347.839
-1.726,2.040,1.290,-86.792,16.724,-397.705
-1.816,2.005,1.432,-105.530,17.456,-439.941
-1.875,2.034,1.575,-135.742,19.531,-474.976
-2.145,2.119,1.742,-173.218,23.743,-508.179
-2.418,2.144,1.799,-212.158,38.513,-548.889
-2.590,1.963,1.763,-243.713,62.256,-610.107
-2.735,1.536,1.686,-262.207,86.243,-696.045
-2.796,1.034,1.550,-273.193,103.882,-785.706
-2.832,0.621,1.369,-274.658,112.671,-847.595
-2.824,0.298,1.152,-259.277,112.610,-876.160
-2.687,-0.050,0.911,-222.229,108.459,-880.737
-2.381,-0.411,0.698,-169.556,105.225,-870.178
-1.996,-0.839,0.535,-116.943,102.295,-841.980
-1.567,-1.291,0.402,-78.186,104.980,-796.021
-1.141,-1.678,0.284,-55.054,113.098,-732.239
-0.749,-2.008,0.177,-39.001,117.126,-649.597
-0.446,-2.206,0.045,-24.414,115.295,-557.922
-0.188,-2.316,-0.083,-6.531,111.450,-466.858
0.037,-2.365,-0.173,14.587,104.431,-377.625
0.161,-2.308,-0.221,28.198,94.055,-287.659
0.251,-2.120,-0.241,26.855,78.735,-196.350
0.338,-1.819,-0.255,11.780,61.035,-108.521
0.398,-1.482,-0.213,-6.226,44.189,-38.208
0.408,-1.140,-0.139,-20.081,27.588,10.620
0.407,-0.845,-0.062,-26.794,15.808,42.908
0.453,-0.604,-0.024,-26.367,13.123,60.303
0.499,-0.407,-0.011,-20.996,15.808,65.125
0.535,-0.268,-0.029,-14.893,20.508,60.913
0.570,-0.182,-0.059,-8.972,26.001,48.523
0.606,-0.151,-0.096,-3.174,29.175,32.959
0.661,-0.168,-0.123,1.648,29.602,20.752
0.676,-0.193,-0.149,1.892,28.503,12.878
0.709,-0.215,-0.187,-2.136,26.733,7.812
0.725,-0.229,-0.198,-4.456,22.522,7.812
0.735,-0.234,-0.186,-3.723,16.785,12.878
0.751,-0.221,-0.182,-2.136,13.123,19.836
0.770,-0.200,-0.185,0.549,12.695,24.963
0.771,-0.152,-0.178,5.127,13.184,29.785
0.766,-0.074,-0.171,8.301,11.780,36.194
0.765,-0.016,-0.166,9.705,9.644,41.321
0.775,0.023,-0.159,10.376,8.972,42.480
0.794,0.038,-0.159,9.766,9.155,40.833
0.798,0.082,-0.173,7.751,9.033,38.940
0.818,0.107,-0.184,6.287,10.315,40.039
0.840,0.108,-0.198,1.648,10.986,39.429
0.862,0.089,-0.207,-6.226,9.827,34.973
0.822,0.373,-0.193,30.884,-6.348,65.063
0.817,0.398,-0.146,18.799,-10.071,63.904
0.813,0.427,-0.107,12.634,-10.864,60.791
0.805,0.447,-0.073,14.709,-10.254,58.472
0.803,0.455,-0.046,22.705,-8.240,56.885
0.800,0.458,-0.033,32.532,-4.333,55.786
0.808,0.457,-0.048,40.039,1.465,55.298
0.798,0.455,-0.073,43.701,7.263,54.871
0.781,0.457,-0.108,45.044,9.949,54.688
0.792,0.450,-0.129,45.105,10.498,56.091
0.768,0.457,-0.131,41.626,7.935,58.838
0.749,0.482,-0.129,35.034,4.944,61.157
0.735,0.509,-0.122,28.931,1.831,62.744
0.716,0.533,-0.111,24.841,0.122,63.110
0.696,0.550,-0.101,23.193,-0.732,61.646
0.677,0.563,-0.095,24.414,-0.366,59.021
0.664,0.564,-0.096,26.001,0.793,55.054
0.647,0.544,-0.098,27.588,1.648,50.598
0.627,0.503,-0.103,28.198,1.160,46.692
0.608,0.458,-0.108,27.161,0.305,43.762
0.576,0.412,-0.121,23.987,0.122,42.236
0.551,0.359,-0.143,21.362,-0.061,42.603
0.487,0.291,-0.155,19.531,-1.465,43.640
0.466,0.189,-0.181,17.700,-3.113,45.349
0.397,0.056,-0.209,13.977,-6.470,48.340
0.339,-0.088,-0.230,7.324,-13.062,54.077
0.285,-0.248,-0.257,0.305,-25.513,64.575
0.253,-0.449,-0.287,-0.916,-40.894,79.651
0.341,-0.735,-0.274,5.737,-65.430,101.135
0.350,-1.066,-0.151,20.569,-97.534,133.240
0.280,-1.376,0.026,34.973,-120.056,180.481
0.088,-1.511,0.121,41.382,-112.793,249.817
-0.247,-1.496,0.114,48.035,-82.092,335.449
-0.696,-1.237,0.084,72.510,-53.955,423.645
-1.149,-0.799,0.084,108.398,-43.518,512.146
-1.531,-0.359,0.129,131.531,-44.434,587.219
-1.836,0.154,0.235,142.395,-60.669,633.911
-2.031,0.730,0.400,148.804,-97.839,666.931
-2.058,1.263,0.546,142.700,-128.540,686.218
-1.915,1.675,0.699,135.559,-135.864,668.335
-1.763,1.923,0.846,135.437,-128.174,615.234
-1.587,1.977,0.929,136.292,-107.300,541.077
-1.439,1.988,0.919,131.897,-82.153,461.609
-1.389,2.006,0.890,125.549,-67.932,397.888
-1.258,2.017,0.853,116.577,-62.866,357.422
-1.185,2.063,0.807,100.769,-56.519,324.219
-1.153,2.056,0.717,82.397,-42.725,281.982
-1.134,1.930,0.613,69.092,-29.663,227.539
-1.142,1.681,0.541,62.378,-24.170,172.852
-1.141,1.404,0.521,59.326,-25.635,133.850
-1.143,1.201,0.530,55.603,-28.564,115.967
-1.135,1.108,0.559,52.368,-29.602,113.525
-1.128,1.112,0.604,53.223,-28.015,116.272
-1.124,1.178,0.636,58.411,-22.217,116.943
-1.121,1.255,0.643,66.589,-12.756,110.779
-1.139,1.317,0.642,74.036,-2.441,97.839
-1.162,1.364,0.618,77.026,7.263,81.726
-1.169,1.391,0.572,75.745,14.038,65.796
-1.179,1.386,0.544,71.594,14.771,49.683
-1.179,1.370,0.525,64.819,13.245,34.058
-1.187,1.349,0.510,58.044,12.024,18.921
-1.190,1.302,0.521,55.786,8.179,3.235
-1.219,1.261,0.548,55.725,4.272,-9.766
-1.239,1.251,0.584,55.542,2.991,-18.372
-1.255,1.275,0.619,55.603,2.136,-22.949
-1.256,1.335,0.651,56.030,1.648,-27.039
-1.269,1.401,0.674,57.678,2.991,-33.936
-1.288,1.452,0.682,59.509,7.507,-44.617
-1.334,1.489,0.664,58.716,14.099,-58.044
-1.436,1.530,0.633,55.786,19.531,-73.914
-1.533,1.632,0.597,53.772,20.508,-88.745
-1.687,1.799,0.579,59.265,14.832,-101.440
-1.811,2.005,0.559,74.707,4.761,-113.220
-1.952,2.270,0.577,96.497,-6.714,-122.986
-2.096,2.561,0.666,119.141,-25.452,-130.554
-2.257,2.861,0.830,132.874,-44.800,-144.287
-2.452,3.146,1.040,131.897,-52.307,-172.546
-2.583,3.304,1.263,115.234,-48.462,-221.497
-2.752,3.263,1.532,82.153,-38.513,-293.701
-2.958,3.031,1.818,25.024,-19.409,-389.771
-2.992,2.562,1.957,-62.500,12.756,-499.390
-3.064,2.001,1.960,-170.349,52.002,-605.225
-3.066,1.444,1.819,-270.813,86.487,-688.965
-3.030,0.946,1.617,-331.726,104.187,-750.427
-2.970,0.497,1.442,-333.008,107.300,-792.419
-2.887,0.066,1.293,-281.372,106.140,-814.331
-2.670,-0.382,1.124,-209.045,109.009,-813.843
-2.388,-0.835,0.989,-148.499,107.483,-791.443
-2.054,-1.180,0.894,-117.371,99.243,-747.559
-1.711,-1.409,0.824,-114.929,87.524,-687.439
-1.380,-1.504,0.762,-127.991,74.524,-621.582
-1.074,-1.492,0.715,-139.526,62.561,-560.974
-0.832,-1.462,0.704,-137.390,53.162,-513.489
-0.599,-1.520,0.726,-117.493,48.462,-477.844
-0.382,-1.652,0.758,-86.426,53.162,-445.190
-0.175,-1.785,0.728,-60.364,66.406,-408.691
-0.025,-1.847,0.653,-44.495,86.243,-365.601
0.123,-1.832,0.485,-35.217,104.065,-316.772
0.258,-1.795,0.328,-17.273,111.694,-266.907
0.317,-1.699,0.204,3.845,112.427,-216.858
0.407,-1.551,0.087,18.311,112.061,-165.771
0.445,-1.352,-0.016,21.118,107.544,-122.009
0.481,-1.154,-0.117,16.968,103.149,-85.327
0.503,-0.995,-0.192,10.376,97.229,-57.800
0.518,-0.869,-0.248,5.066,88.135,-39.551
0.518,-0.750,-0.283,3.052,78.003,-26.672
0.527,-0.626,-0.322,6.409,67.322,-13.306
0.551,-0.494,-0.330,12.268,54.749,0.000
0.581,-0.377,-0.312,18.311,41.565,10.376
0.618,-0.301,-0.277,20.813,31.372,13.000
0.648,-0.256,-0.243,18.677,25.085,8.972
0.665,-0.223,-0.223,13.550,20.996,3.967
0.679,-0.210,-0.217,10.620,19.409,1.404
0.688,-0.215,-0.208,12.634,18.738,0.366
0.673,-0.192,-0.208,18.005,19.226,1.343
0.677,-0.163,-0.233,23.499,23.010,6.042
0.698,-0.145,-0.274,24.963,26.489,11.719
0.722,-0.150,-0.300,21.606,24.902,15.320
0.752,-0.163,-0.313,14.404,20.325,18.860
0.525,0.882,0.041,116.699,-25.146,150.269
0.513,0.897,0.044,111.511,-21.423,135.193
0.479,0.892,0.037,102.417,-16.479,119.263
0.450,0.851,0.006,90.759,-12.817,101.257
0.432,0.761,-0.034,78.125,-11.047,82.947
0.434,0.656,-0.077,65.125,-14.160,67.932
0.401,0.554,-0.095,52.856,-21.240,58.350
0.382,0.441,-0.091,42.664,-29.907,54.260
0.358,0.335,-0.077,34.973,-39.917,58.716
0.387,0.245,-0.060,28.687,-50.232,69.580
0.313,0.167,0.004,25.818,-61.401,86.304
0.188,0.140,0.052,30.701,-68.787,106.323
0.285,0.089,0.084,47.058,-75.867,128.723
0.187,0.044,0.157,71.960,-90.149,156.433
0.091,-0.018,0.238,99.060,-99.976,177.490
-0.017,-0.095,0.295,118.530,-102.417,200.623
-0.099,-0.188,0.331,127.869,-102.051,231.995
-0.261,-0.235,0.382,129.822,-99.792,270.691
-0.515,-0.196,0.460,126.892,-97.168,317.322
-0.769,0.034,0.531,121.277,-100.403,366.882
-0.926,0.335,0.644,118.591,-116.394,421.265
-1.129,0.671,0.797,114.014,-133.667,471.375
-1.285,1.008,0.894,103.699,-131.531,504.333
-1.263,1.250,0.925,99.548,-115.601,512.451
-1.255,1.389,0.927,106.201,-98.083,495.300
-1.214,1.481,0.909,118.103,-80.933,458.557
-1.247,1.578,0.911,132.202,-75.623,417.175
-1.251,1.654,0.908,143.311,-80.383,386.963
-1.225,1.694,0.916,145.081,-84.473,362.671
