aX,aY,aZ,gX,gY,gZ
-1.751,1.259,0.788,71.533,34.546,84.534
-1.787,1.249,0.778,63.904,37.842,72.571
-1.835,1.265,0.765,57.678,41.077,62.256
-1.885,1.292,0.759,55.664,41.626,49.133
-1.938,1.339,0.745,55.786,40.894,33.386
-1.957,1.408,0.724,56.091,37.537,17.517
-1.960,1.485,0.725,57.007,30.823,0.305
-1.959,1.551,0.752,57.556,23.621,-19.409
-1.944,1.598,0.795,52.246,17.029,-43.091
-1.935,1.626,0.837,38.940,12.085,-69.092
-1.933,1.643,0.855,19.958,11.169,-97.595
-1.929,1.634,0.849,0.305,12.878,-130.127
-1.895,1.590,0.822,-14.343,14.465,-167.419
-1.894,1.530,0.812,-20.508,14.832,-204.590
-1.919,1.453,0.809,-20.386,14.832,-238.342
-1.944,1.361,0.789,-16.541,16.602,-266.479
-1.906,1.266,0.768,-10.864,17.029,-289.001
-1.868,1.167,0.761,-6.714,12.878,-307.068
-1.814,1.076,0.762,-8.362,5.249,-324.341
-1.736,0.992,0.773,-17.883,-2.380,-338.501
-1.667,0.965,0.787,-38.269,-7.751,-349.609
-1.618,1.048,0.797,-64.148,-10.193,-355.164
-1.581,1.176,0.810,-85.876,-13.245,-356.812
-1.557,1.328,0.861,-101.135,-16.846,-364.868
-1.552,1.476,0.960,-114.502,-21.667,-379.883
-1.615,1.570,1.088,-129.272,-23.621,-398.560
-1.689,1.566,1.229,-148.621,-18.738,-426.819
-1.772,1.467,1.314,-174.744,-9.277,-467.468
-1.787,1.284,1.283,-205.566,-2.075,-513.428
-1.776,1.014,1.248,-227.722,0.305,-556.396
-1.720,0.729,1.215,-236.023,-2.136,-591.309
-1.623,0.448,1.190,-231.201,-3.845,-612.549
-1.483,0.207,1.182,-219.788,-1.831,-621.460
-1.339,0.060,1.167,-208.923,4.456,-613.770
-1.227,-0.003,1.112,-200.928,14.771,-588.623
-1.106,-0.016,1.006,-192.322,31.128,-556.519
-0.968,-0.020,0.875,-178.772,50.537,-533.569
-0.893,-0.036,0.785,-162.781,66.650,-522.034
-0.840,-0.144,0.699,-154.053,76.782,-517.517
-0.746,-0.332,0.613,-155.945,82.947,-518.616
-0.667,-0.537,0.521,-168.945,83.801,-518.677
-0.560,-0.731,0.422,-188.538,78.613,-513.672
-0.434,-0.924,0.324,-205.933,67.871,-503.540
-0.276,-1.144,0.243,-214.050,54.932,-490.051
-0.119,-1.393,0.175,-207.642,45.410,-472.839
0.041,-1.638,0.122,-178.040,38.879,-447.327
0.137,-1.841,0.106,-120.483,32.104,-406.433
0.232,-1.976,0.078,-51.575,28.625,-345.459
0.322,-1.989,0.009,3.601,30.151,-268.616
0.416,-1.852,-0.109,32.654,31.616,-185.425
0.504,-1.604,-0.222,37.354,27.771,-108.826
0.555,-1.332,-0.234,30.090,15.686,-51.758
0.571,-1.064,-0.179,17.090,-1.099,-12.451
0.589,-0.827,-0.101,0.671,-15.381,14.221
0.602,-0.625,-0.023,-13.123,-25.269,29.602
0.633,-0.472,0.037,-20.630,-29.053,36.255
0.649,-0.359,0.076,-21.851,-27.771,37.231
0.676,-0.298,0.091,-18.372,-23.315,32.898
0.703,-0.279,0.082,-10.925,-16.479,24.841
0.732,-0.279,0.062,-1.831,-9.399,17.761
0.745,-0.287,0.032,5.737,-4.211,15.503
0.781,-0.308,-0.012,9.460,1.221,15.991
0.796,-0.331,-0.065,10.803,4.761,18.066
0.803,-0.346,-0.112,12.146,5.249,21.301
0.820,-0.343,-0.147,14.648,3.418,27.527
0.842,-0.312,-0.166,16.846,0.183,36.926
0.865,-0.245,-0.165,17.273,-4.395,46.143
0.878,-0.162,-0.145,19.104,-10.681,53.772
0.899,-0.082,-0.109,23.132,-17.212,59.631
0.918,-0.002,-0.066,27.405,-21.790,63.782
0.934,0.069,-0.031,30.457,-22.949,65.918
0.971,0.131,-0.016,31.311,-18.616,66.040
0.983,0.170,-0.013,29.419,-11.169,63.171
0.854,0.040,0.078,74.463,46.875,100.403
0.848,0.114,0.084,73.914,47.424,112.854
0.839,0.172,0.093,76.355,49.255,121.948
0.812,0.217,0.096,80.139,51.697,128.784
0.779,0.271,0.067,84.106,57.617,136.353
0.720,0.313,0.025,87.646,63.904,144.531
0.730,0.356,-0.018,90.210,66.589,152.222
0.663,0.430,-0.031,91.187,64.514,161.987
0.627,0.530,-0.065,90.515,64.941,171.936
0.629,0.626,-0.109,90.088,65.735,178.467
0.531,0.725,-0.133,91.797,64.331,180.847
0.495,0.821,-0.182,94.727,63.232,179.016
0.497,0.882,-0.211,96.802,58.105,175.476
0.467,0.949,-0.235,93.079,51.514,170.776
0.408,1.042,-0.258,84.290,46.204,163.818
0.414,1.102,-0.282,72.510,39.673,153.198
0.400,1.133,-0.282,58.777,32.227,136.047
0.386,1.120,-0.280,41.992,26.794,113.159
0.393,1.064,-0.294,21.667,23.193,87.036
0.370,0.970,-0.309,1.221,20.020,61.035
0.344,0.844,-0.328,-14.648,17.761,37.231
0.301,0.703,-0.335,-23.010,15.869,19.775
0.251,0.558,-0.329,-23.437,14.160,8.911
0.227,0.400,-0.321,-17.029,12.024,2.808
0.164,0.245,-0.289,-8.301,9.827,0.488
0.026,0.024,-0.285,-1.526,7.324,1.892
0.123,-0.272,-0.310,2.991,5.554,4.395
0.078,-0.597,-0.292,-1.221,-2.136,15.320
0.015,-0.962,-0.262,-8.728,-15.991,39.856
0.014,-1.279,-0.134,-1.648,-37.659,83.557
-0.037,-1.460,0.061,23.987,-59.753,149.231
-0.277,-1.474,0.269,55.054,-69.946,228.027
-0.408,-1.383,0.395,85.815,-61.646,304.199
-0.635,-1.281,0.530,108.948,-45.105,372.070
-1.002,-1.165,0.651,121.033,-26.245,430.054
-1.398,-0.911,0.712,135.376,-8.301,481.567
-1.776,-0.550,0.786,158.264,1.709,538.513
-2.170,-0.063,0.901,181.091,3.113,590.942
-2.370,0.532,0.974,194.824,-7.385,631.409
-2.444,1.045,1.047,201.477,-21.912,661.133
-2.462,1.441,1.115,200.928,-19.653,663.147
-2.359,1.611,1.126,199.158,-0.244,628.479
-2.285,1.621,1.141,196.472,23.865,562.744
-2.231,1.680,1.083,195.007,41.565,488.953
-2.154,1.760,1.051,204.651,40.771,437.683
-2.127,1.824,1.063,213.928,32.532,411.743
-2.109,1.964,1.029,205.078,36.499,394.287
-2.043,2.134,0.922,182.556,49.438,374.573
-1.971,2.249,0.826,156.311,56.213,342.896
-1.940,2.287,0.755,130.920,56.091,293.396
-1.838,2.218,0.663,107.971,55.786,229.309
-1.751,2.053,0.591,91.187,51.575,157.043
-1.883,1.835,0.669,78.918,46.753,89.722
-1.877,1.575,0.627,61.035,45.410,39.673
-1.916,1.438,0.602,53.040,45.227,11.475
-1.935,1.385,0.588,62.988,40.649,0.488
-1.983,1.399,0.628,78.552,32.898,-0.610
-1.908,1.487,0.660,83.130,27.222,-0.183
-1.899,1.637,0.700,71.167,23.315,-5.981
-1.894,1.790,0.740,52.856,20.752,-24.902
-1.931,1.922,0.762,37.109,19.714,-56.458
-1.967,2.004,0.773,30.273,18.250,-93.201
-2.030,2.047,0.796,31.494,15.625,-133.057
-2.112,2.082,0.812,32.837,15.625,-174.561
-2.146,2.052,0.810,29.053,16.785,-216.858
-2.172,1.986,0.809,17.944,16.541,-260.315
-2.209,1.917,0.814,-2.747,15.137,-304.321
-2.191,1.871,0.828,-29.846,12.451,-343.262
-2.230,1.848,0.843,-59.021,8.850,-376.160
-2.240,1.832,0.872,-83.008,4.578,-408.936
-2.278,1.779,0.965,-102.234,-4.028,-442.688
-2.252,1.652,1.056,-122.620,-11.169,-474.792
-2.201,1.468,1.162,-148.254,-13.977,-507.690
-2.186,1.239,1.245,-181.152,-14.038,-539.612
-2.087,0.993,1.267,-215.637,-12.329,-567.261
-2.005,0.807,1.288,-240.356,-13.428,-587.280
-1.927,0.695,1.296,-248.535,-19.714,-598.328
-1.803,0.565,1.325,-237.671,-24.353,-598.816
-1.694,0.400,1.335,-218.506,-15.686,-598.633
-1.582,0.255,1.272,-204.285,8.972,-603.699
-1.474,0.122,1.143,-197.021,39.307,-607.666
-1.376,-0.062,0.982,-192.810,63.904,-608.337
-1.269,-0.249,0.812,-192.566,78.491,-605.713
-1.130,-0.402,0.681,-196.777,79.102,-594.421
-0.980,-0.549,0.590,-205.811,64.514,-570.984
-0.839,-0.685,0.520,-216.858,45.898,-541.199
-0.637,-0.834,0.470,-223.145,28.381,-511.414
-0.439,-0.984,0.459,-218.262,11.597,-482.178
-0.239,-1.140,0.465,-201.721,-1.404,-450.684
-0.035,-1.294,0.468,-172.791,-8.423,-416.138
0.163,-1.437,0.481,-131.836,-11.108,-378.845
0.343,-1.556,0.471,-86.487,-7.080,-337.158
0.473,-1.609,0.412,-46.875,6.348,-291.199
0.539,-1.573,0.301,-16.602,26.123,-243.469
0.588,-1.500,0.168,5.493,43.762,-195.923
0.618,-1.392,0.038,17.456,54.016,-149.780
0.628,-1.237,-0.058,17.883,55.664,-104.004
0.640,-1.068,-0.101,9.033,47.363,-61.035
0.658,-0.887,-0.100,-4.944,34.058,-25.269
0.675,-0.701,-0.064,-18.250,20.691,0.793
0.695,-0.541,-0.014,-27.161,10.681,18.799
0.708,-0.411,0.011,-32.227,8.240,29.236
0.735,-0.317,-0.004,-31.494,11.353,32.715
0.755,-0.260,-0.033,-22.522,15.259,29.785
0.751,-0.205,-0.072,-8.362,18.250,26.550
0.756,-0.171,-0.103,5.920,19.287,25.757
0.767,-0.161,-0.131,15.564,17.944,26.733
0.787,-0.162,-0.157,18.066,15.564,27.893
0.816,-0.169,-0.179,15.381,12.695,29.480
0.813,-0.149,-0.199,10.010,8.789,32.227
0.803,-0.086,-0.216,8.057,4.395,36.682
0.803,-0.010,-0.226,13.000,2.319,42.480
0.828,0.038,-0.231,21.912,1.282,46.631
0.825,0.063,-0.223,29.541,-0.610,47.974
0.880,0.072,-0.233,32.532,-1.038,47.791
0.922,0.080,-0.233,30.762,-2.563,48.584
0.943,0.098,-0.217,27.039,-5.798,51.208
0.943,0.145,-0.193,23.376,-8.972,55.176
0.943,0.216,-0.169,21.790,-12.024,60.974
0.838,0.498,-0.151,13.855,15.320,20.447
0.831,0.495,-0.159,8.423,15.137,22.156
0.829,0.498,-0.162,6.226,14.404,25.330
0.827,0.484,-0.160,7.446,12.939,27.710
0.816,0.462,-0.153,9.338,11.902,28.870
0.809,0.446,-0.161,10.193,12.146,31.616
0.810,0.426,-0.176,10.925,13.000,35.706
0.810,0.406,-0.199,11.414,13.489,39.429
0.806,0.378,-0.216,11.841,13.000,44.373
0.791,0.358,-0.225,11.658,11.719,50.659
0.765,0.350,-0.236,10.559,10.376,58.594
0.744,0.350,-0.255,10.986,8.911,66.406
0.703,0.374,-0.260,14.771,7.141,74.463
0.688,0.393,-0.268,20.813,5.005,81.543
0.634,0.417,-0.256,29.236,1.526,86.609
0.597,0.446,-0.253,38.574,-0.671,90.820
0.552,0.475,-0.241,47.546,-1.648,95.276
0.498,0.500,-0.232,55.359,-3.174,98.328
0.467,0.503,-0.227,61.890,-5.615,98.755
0.449,0.474,-0.221,64.270,-9.705,95.459
0.413,0.421,-0.216,61.218,-15.137,91.187
0.351,0.334,-0.199,51.758,-21.057,87.280
0.282,0.200,-0.180,35.034,-26.611,84.473
0.203,0.034,-0.181,11.047,-32.166,83.923
0.077,-0.134,-0.220,-16.724,-40.405,88.745
0.042,-0.343,-0.307,-42.175,-54.138,100.159
0.027,-0.593,-0.375,-60.425,-76.294,120.117
-0.111,-0.844,-0.327,-73.853,-103.882,148.499
-0.209,-1.078,-0.208,-89.844,-124.023,182.922
-0.368,-1.247,-0.037,-109.802,-130.981,227.112
-0.575,-1.256,0.126,-126.587,-122.559,280.212
-0.704,-1.179,0.280,-126.099,-101.257,337.708
-0.901,-1.010,0.439,-97.656,-75.867,388.977
-1.114,-0.848,0.609,-43.396,-51.086,430.359
-1.381,-0.653,0.822,24.719,-31.677,466.919
-1.647,-0.366,1.011,87.891,-16.296,500.244
-1.860,-0.004,1.127,134.521,-1.221,530.640
-1.972,0.394,1.156,170.410,11.780,554.749
-2.056,0.751,1.144,203.247,18.677,569.214
-2.112,1.020,1.124,233.276,21.301,570.923
-2.089,1.215,1.093,252.014,23.743,560.608
-2.043,1.360,1.054,255.127,23.804,544.617
-2.066,1.511,1.052,244.141,23.865,526.489
-2.028,1.688,1.005,221.130,26.855,504.211
-1.981,1.880,0.962,194.336,29.236,477.356
-2.007,2.122,0.931,170.837,29.663,441.406
-1.940,2.290,0.879,155.273,34.241,392.456
-1.836,2.347,0.847,145.874,36.194,333.557
-1.792,2.336,0.831,136.047,38.208,268.738
-1.718,2.265,0.784,120.789,43.701,208.374
-1.649,2.184,0.729,101.929,50.232,159.363
-1.614,2.094,0.671,84.412,57.861,120.422
-1.593,2.003,0.592,68.787,65.491,86.731
-1.565,1.905,0.517,56.641,69.031,55.969
-1.543,1.792,0.477,50.720,66.772,29.419
-1.542,1.678,0.462,46.143,60.059,7.812
-1.534,1.588,0.463,38.757,52.307,-7.874
-1.530,1.537,0.477,28.870,44.800,-18.799
-1.547,1.523,0.504,19.043,37.842,-27.283
-1.579,1.543,0.524,11.780,33.020,-36.194
-1.606,1.584,0.525,10.620,31.128,-46.753
-1.662,1.615,0.520,16.235,29.785,-60.730
-1.674,1.612,0.517,25.208,27.283,-79.224
-1.724,1.561,0.519,31.860,26.062,-101.074
-1.783,1.487,0.507,32.776,26.184,-124.390
-1.837,1.403,0.491,26.672,22.949,-144.714
-1.870,1.345,0.469,14.771,15.808,-157.532
-1.880,1.336,0.442,0.488,6.042,-160.278
-1.883,1.384,0.413,-11.658,-4.150,-155.396
-1.871,1.486,0.393,-18.616,-15.564,-149.963
-1.840,1.600,0.400,-20.020,-29.846,-152.161
-1.793,1.687,0.444,-19.592,-43.640,-166.748
-1.766,1.705,0.522,-22.522,-54.199,-192.139
-1.720,1.654,0.602,-32.837,-59.509,-225.830
-1.698,1.558,0.665,-49.988,-60.059,-262.878
-1.659,1.447,0.707,-68.604,-56.885,-299.622
-1.580,1.317,0.728,-82.520,-52.979,-331.604
-1.517,1.228,0.757,-88.196,-50.720,-356.995
-1.487,1.184,0.806,-86.060,-46.997,-375.549
-1.455,1.167,0.877,-79.773,-40.710,-389.282
-1.418,1.186,0.962,-76.599,-33.386,-402.161
-1.359,1.157,1.046,-80.383,-25.940,-416.016
-1.341,1.110,1.118,-94.604,-14.771,-435.608
-1.357,1.063,1.159,-118.286,-2.258,-458.679
-1.355,0.951,1.141,-143.555,9.094,-483.337
-1.344,0.788,1.092,-163.208,19.836,-511.230
-1.328,0.613,1.035,-172.607,28.992,-539.551
-1.268,0.424,0.979,-169.678,34.546,-562.927
-1.224,0.247,0.928,-157.593,38.086,-578.491
-1.183,0.084,0.877,-140.991,42.297,-583.923
-1.079,-0.088,0.784,-121.887,49.561,-582.153
-0.980,-0.264,0.668,-100.342,58.655,-576.233
-0.866,-0.431,0.532,-79.834,66.895,-565.369
-0.717,-0.591,0.396,-62.866,71.594,-547.729
-0.563,-0.758,0.287,-53.345,69.275,-522.888
-0.416,-0.920,0.190,-54.688,61.096,-493.958
-0.239,-1.077,0.101,-66.223,49.133,-461.243
-0.064,-1.212,0.046,-84.412,32.288,-425.598
0.109,-1.332,0.041,-105.713,12.207,-388.062
0.245,-1.431,0.087,-124.329,-4.761,-347.656
0.360,-1.499,0.149,-133.301,-15.442,-304.077
0.433,-1.521,0.204,-128.479,-19.409,-259.033
0.484,-1.499,0.232,-107.605,-16.663,-212.280
0.545,-1.458,0.221,-70.923,-8.728,-163.940
0.582,-1.392,0.203,-28.076,1.343,-117.004
0.611,-1.286,0.163,5.188,12.085,-71.777
0.655,-1.140,0.091,19.043,22.766,-31.189
0.664,-0.960,0.031,17.151,28.931,1.038
0.657,-0.751,-0.013,11.536,28.992,26.672
0.662,-0.566,-0.025,12.329,25.574,46.753
0.658,-0.418,-0.020,18.127,19.775,59.631
0.662,-0.296,-0.026,24.902,15.076,65.674
0.677,-0.200,-0.033,31.738,12.329,66.528
0.701,-0.121,-0.046,38.086,9.155,64.758
0.724,-0.051,-0.060,42.664,5.188,60.669
0.760,-0.000,-0.083,46.387,2.075,56.091
0.788,0.020,-0.095,48.035,-1.343,49.744
0.814,0.007,-0.080,46.265,-5.615,41.504
0.823,-0.007,-0.062,38.269,-10.864,34.729
0.801,0.551,-0.023,36.682,43.030,29.419
0.780,0.514,-0.032,29.968,43.640,25.024
0.769,0.502,-0.048,24.536,44.067,23.987
0.753,0.517,-0.074,22.705,45.593,25.085
0.722,0.528,-0.122,25.330,48.279,24.597
0.709,0.513,-0.171,33.020,49.988,22.705
0.699,0.476,-0.192,40.833,46.997,21.240
0.695,0.441,-0.191,43.884,41.077,22.034
0.691,0.423,-0.183,40.039,34.607,24.292
0.681,0.410,-0.176,31.433,29.175,25.574
0.662,0.390,-0.174,21.484,25.818,25.330
0.633,0.371,-0.181,13.123,24.597,25.269
0.614,0.346,-0.194,8.301,23.499,26.611
0.587,0.312,-0.200,7.202,21.240,29.114
0.562,0.273,-0.205,8.362,18.982,33.142
0.535,0.228,-0.205,9.521,16.602,38.757
0.493,0.169,-0.198,8.911,14.038,45.044
0.488,0.100,-0.228,5.676,12.756,53.223
0.405,0.026,-0.243,-2.319,12.512,62.378
0.272,-0.115,-0.274,-14.282,9.460,70.679
0.303,-0.294,-0.391,-31.128,3.174,80.505
0.387,-0.498,-0.507,-46.936,-11.169,99.609
0.360,-0.696,-0.529,-56.091,-37.292,128.296
0.222,-0.905,-0.470,-55.664,-62.317,167.480
0.041,-1.101,-0.375,-47.241,-79.773,215.454
-0.117,-1.250,-0.275,-30.029,-86.060,272.095
-0.361,-1.288,-0.152,-1.465,-81.543,338.379
-0.661,-1.232,0.004,40.039,-71.533,405.640
-0.940,-1.044,0.203,89.600,-68.359,465.637
-1.273,-0.743,0.396,135.132,-69.397,517.883
-1.480,-0.457,0.515,169.373,-66.589,559.937
-1.691,-0.135,0.653,196.289,-70.313,582.825
-1.807,0.121,0.785,215.149,-78.369,595.276
-1.826,0.241,0.900,221.985,-83.557,598.877
-1.835,0.254,0.999,213.745,-76.660,587.524
-1.905,0.246,1.042,196.716,-52.185,565.125
-2.024,0.338,0.994,189.453,-25.513,544.312
-2.063,0.472,0.994,205.750,-21.423,540.222
-2.101,0.701,1.019,220.581,-33.264,549.438
-2.123,0.986,1.034,214.661,-43.030,558.655
-2.108,1.240,1.035,190.430,-45.044,558.228
-2.088,1.467,0.999,151.978,-39.917,541.260
-2.022,1.619,0.936,112.183,-32.227,501.892
-1.973,1.651,0.898,79.834,-27.283,440.308
-1.918,1.540,0.853,57.434,-22.888,363.953
-1.903,1.297,0.829,49.011,-17.578,286.255
-1.982,1.030,0.839,55.603,-10.681,226.257
-2.023,0.798,0.845,69.641,0.061,192.017
-2.097,0.672,0.820,81.543,12.695,179.626
-2.112,0.678,0.792,89.111,22.522,182.190
-2.155,0.807,0.788,91.187,26.550,191.528
-2.192,1.010,0.796,86.365,28.381,194.397
-2.194,1.203,0.798,78.491,31.677,180.481
-2.206,1.332,0.798,71.594,35.095,151.123
-2.249,1.386,0.788,66.101,37.781,113.220
-2.255,1.397,0.773,62.256,38.269,72.998
-2.254,1.412,0.789,60.669,35.156,35.950
-2.278,1.445,0.837,59.387,31.372,5.371
-2.254,1.491,0.881,56.946,32.410,-22.278
-2.245,1.559,0.893,52.856,40.161,-51.453
-2.247,1.607,0.868,49.500,53.040,-84.900
-2.265,1.610,0.827,47.241,65.735,-123.901
-2.286,1.585,0.786,44.067,74.463,-165.222
-2.339,1.556,0.762,37.598,78.308,-205.933
-2.334,1.530,0.730,28.015,79.712,-244.446
-2.439,1.583,0.768,15.991,76.416,-279.968
-2.476,1.647,0.727,4.578,73.547,-312.012
-2.562,1.746,0.724,-0.854,71.533,-349.854
-2.686,1.786,0.740,0.305,64.087,-394.409
-2.726,1.776,0.785,1.221,55.054,-446.777
-2.797,1.693,0.914,-1.953,40.649,-502.258
-2.848,1.552,1.083,-16.968,26.184,-556.335
-2.892,1.375,1.271,-50.415,17.822,-605.652
-2.909,1.189,1.465,-100.281,16.113,-649.231
-2.868,0.985,1.650,-160.645,20.569,-683.777
-2.818,0.764,1.781,-226.074,32.227,-709.045
-2.841,0.590,1.804,-289.490,52.002,-728.149
-2.799,0.445,1.655,-339.050,72.449,-744.080
-2.707,0.367,1.468,-350.769,84.412,-755.005
-2.648,0.289,1.336,-319.458,80.078,-759.827
-2.585,0.126,1.221,-258.972,69.397,-760.254
-2.440,-0.107,1.102,-190.918,68.176,-759.827
-2.296,-0.341,1.011,-133.972,75.256,-756.226
-2.076,-0.598,0.913,-98.755,81.848,-744.690
-1.775,-0.875,0.820,-83.069,86.426,-725.830
-1.454,-1.143,0.724,-84.839,91.431,-700.073
-1.188,-1.390,0.616,-99.487,97.168,-662.903
-0.892,-1.619,0.492,-115.417,98.938,-618.225
-0.594,-1.856,0.420,-119.019,94.482,-568.115
-0.341,-2.075,0.395,-112.427,88.684,-513.245
-0.164,-2.222,0.340,-104.492,90.515,-449.646
0.021,-2.274,0.196,-94.177,99.548,-376.831
0.164,-2.249,0.067,-70.801,101.746,-300.537
0.240,-2.126,-0.001,-35.645,93.323,-223.083
0.304,-1.914,-0.036,-4.150,76.904,-147.705
0.390,-1.647,-0.055,10.376,60.852,-84.290
0.432,-1.364,-0.045,12.695,48.584,-36.499
0.462,-1.110,-0.029,11.475,38.208,-5.005
0.458,-0.905,-0.012,12.207,31.616,12.085
0.512,-0.763,-0.022,14.221,31.555,20.752
0.556,-0.662,-0.041,13.977,33.752,27.100
0.573,-0.574,-0.049,9.949,34.180,32.043
0.591,-0.492,-0.060,4.517,32.410,36.682
0.622,-0.411,-0.077,0.183,28.870,41.382
0.656,-0.349,-0.096,-1.038,25.146,43.762
0.692,-0.323,-0.109,0.549,22.644,41.931
0.716,-0.305,-0.128,2.319,22.461,36.255
0.731,-0.275,-0.162,4.150,23.865,31.067
0.749,-0.255,-0.203,7.812,25.574,28.992
0.756,-0.245,-0.237,12.451,25.269,28.992
0.774,-0.251,-0.259,15.991,22.400,28.748
0.804,-0.272,-0.273,17.578,18.250,28.992
0.823,-0.285,-0.273,15.564,14.221,31.372
0.835,-0.267,-0.272,11.475,9.949,36.926
0.861,-0.227,-0.259,8.118,7.019,46.143
0.861,-0.176,-0.229,4.456,6.714,57.739
0.860,-0.109,-0.210,-0.916,7.751,67.139
0.886,-0.044,-0.213,-4.211,9.338,73.242
0.906,0.011,-0.226,-2.808,10.620,75.439
0.911,-0.175,-0.111,117.310,34.424,59.998
0.874,-0.171,-0.139,120.789,39.612,67.017
0.852,-0.152,-0.182,121.643,45.227,75.806
0.835,-0.125,-0.237,120.911,49.988,85.388
0.795,-0.092,-0.291,120.789,52.734,93.689
0.746,-0.066,-0.334,123.108,52.612,102.112
0.703,-0.034,-0.377,124.756,51.208,110.779
0.675,0.005,-0.426,126.953,48.218,120.361
0.653,0.050,-0.466,131.531,43.396,129.089
0.627,0.105,-0.495,138.672,36.926,136.169
0.597,0.156,-0.507,147.156,29.480,142.456
0.566,0.205,-0.507,155.823,22.156,148.010
0.540,0.261,-0.501,162.170,14.038,152.100
0.515,0.318,-0.479,166.321,5.615,155.457
0.487,0.367,-0.443,166.687,-2.502,158.203
0.457,0.400,-0.416,161.316,-9.216,160.156
0.414,0.443,-0.403,150.330,-14.771,159.973
0.383,0.486,-0.414,136.108,-17.212,158.325
0.357,0.501,-0.433,122.437,-20.081,154.846
0.339,0.514,-0.444,110.596,-25.574,149.963
0.317,0.527,-0.435,98.755,-34.485,145.752
0.303,0.525,-0.405,86.548,-45.593,142.517
0.198,0.525,-0.347,72.205,-57.373,137.573
0.222,0.487,-0.321,57.129,-68.481,129.639
0.216,0.402,-0.279,41.748,-79.956,122.009
0.138,0.314,-0.225,25.574,-86.609,113.770
0.008,0.186,-0.209,11.780,-88.623,106.384
-0.100,-0.019,-0.263,6.042,-92.285,101.807
-0.035,-0.333,-0.375,10.437,-109.375,101.990
-0.089,-0.733,-0.370,26.917,-143.250,110.962
-0.182,-1.172,-0.241,48.340,-175.537,140.808
-0.356,-1.495,-0.018,61.646,-196.350,202.759
-0.686,-1.541,0.213,62.134,-202.026,295.349
-1.018,-1.360,0.406,65.002,-191.345,401.917
-1.298,-1.061,0.547,87.097,-173.462,495.422
-1.592,-0.762,0.677,123.413,-151.733,559.265
-1.898,-0.440,0.832,160.767,-133.362,593.628
-2.144,0.040,1.007,195.068,-134.766,618.042
-2.264,0.525,1.185,210.815,-166.687,657.227
-2.348,1.055,1.310,184.509,-194.519,699.829
-2.267,1.545,1.350,140.869,-193.726,721.069
-2.108,2.001,1.302,109.924,-164.856,709.778
-1.946,2.320,1.200,103.149,-122.803,661.255
-1.785,2.406,1.075,117.432,-78.857,571.960
-1.597,2.278,0.929,138.916,-43.518,449.829
-1.527,1.969,0.842,151.123,-24.048,324.585
-1.520,1.555,0.833,139.771,-19.165,230.286
-1.538,1.291,0.831,103.210,-17.639,180.298
-1.586,1.200,0.804,61.218,-13.428,165.710
-1.625,1.218,0.784,35.767,-9.644,167.419
-1.661,1.300,0.774,31.982,-5.432,172.180
-1.675,1.402,0.768,40.039,1.343,170.959
-1.686,1.500,0.740,48.096,9.338,160.828
-1.710,1.570,0.708,50.476,17.944,140.259
-1.721,1.590,0.683,47.852,24.292,110.840
-1.762,1.601,0.664,40.466,26.184,77.881
-1.818,1.591,0.641,33.813,25.818,47.058
-1.828,1.545,0.606,33.508,24.231,20.081
-1.821,1.488,0.581,40.161,21.118,-2.136
-1.790,1.447,0.543,50.171,18.372,-20.325
-1.823,1.442,0.556,58.594,17.029,-34.973
-1.805,1.433,0.521,58.044,14.343,-47.424
-1.749,1.447,0.487,55.969,11.963,-58.411
-1.710,1.461,0.485,56.335,5.432,-71.228
-1.676,1.460,0.506,54.321,-2.319,-86.731
-1.633,1.469,0.531,45.654,-8.789,-105.469
-1.589,1.475,0.567,32.349,-15.625,-125.000
-1.545,1.465,0.610,16.541,-21.667,-146.973
-1.513,1.430,0.654,2.075,-24.719,-172.302
-1.496,1.359,0.683,-8.179,-24.780,-200.012
-1.475,1.274,0.692,-10.742,-22.034,-226.685
-1.408,1.162,0.699,-2.075,-17.700,-250.000
-1.354,1.061,0.708,12.146,-11.963,-268.250
-1.298,0.990,0.708,24.536,-5.798,-280.640
-1.236,0.951,0.713,33.203,0.916,-288.513
-1.197,0.958,0.705,37.415,8.850,-293.030
-1.148,1.008,0.684,37.903,19.775,-297.180
-1.110,1.093,0.687,35.095,28.931,-302.856
-1.101,1.170,0.725,26.306,32.715,-308.960
-1.062,1.208,0.761,8.545,34.973,-321.716
-1.033,1.243,0.815,-16.052,38.452,-343.384
-1.070,1.255,0.877,-46.753,41.504,-368.225
-1.102,1.186,0.917,-80.200,43.335,-393.372
-1.148,1.082,0.953,-111.633,44.617,-421.875
-1.134,0.935,0.941,-139.587,45.959,-449.341
-1.073,0.758,0.897,-163.025,48.950,-472.351
-1.048,0.594,0.843,-177.246,53.528,-488.403
-0.932,0.433,0.770,-179.260,56.824,-496.399
-0.812,0.295,0.728,-168.152,53.162,-495.300
-0.689,0.151,0.699,-147.827,47.363,-486.938
-0.544,0.045,0.677,-122.864,49.011,-472.046
-0.429,0.011,0.649,-99.609,56.641,-450.989
-0.348,0.034,0.612,-78.552,68.176,-424.866
-0.282,0.074,0.563,-58.838,81.177,-402.344
-0.220,0.062,0.494,-41.016,92.957,-387.573
-0.156,-0.023,0.397,-27.405,105.835,-382.324
-0.090,-0.167,0.277,-19.958,118.835,-381.409
0.004,-0.340,0.148,-20.691,126.343,-380.371
